Item,Polarity
a leg,-0.5206250000000006
a lesson,0.175
a lifetime,0.9418181818181814
a likely,-0.31392307692307697
a limit,1.25203125
a longer,-0.4065932203389825
a look,0.154167938931298
a lose,-3.82192803030303
a loss,-0.6337416988416995
a lot,0.158287856807007
a lotto,-0.359833333333333
a lovely,0.7155
a macd,1.0617785714285701
a magnet,-0.5554778225806449
a major,-0.358140287769784
a man,0.48360000000000003
a market,-0.266881220738685
a massive,0.17142857142857149
a mess,-3.5765000000000002
a minimum,-0.7233157894736846
a miracle,-1.23507692307692
a miss,-0.7940070242656445
a mistake,0.2671830357142855
a mobile,1.978
a momentum,0.983274928774927
a momo,2.036
a Monday,2.2830000000000004
a money,0.296666666666667
a monster,1.46179464285714
a more,0.010176532769556004
a move,0.5343945386064031
a much,-0.292742424242424
a multiple,-0.358545454545455
a must,-0.31122549019607804
a no,0.945428571428571
a normal,1.15375
a not,-0.289454545454546
a note,-0.051250000000000004
a NUM-NUM,-1.128615384615385
a NUM-week,2.143
a num,0.0495813051274336
a NUMmin,-1.20108333333333
a NUMnd,0.560092592592593
a NUMpt,1.9205
a NUMth,-0.7461447368421055
a old,1.25738441558442
a opportunity,-0.2014375
a outside,-1.652264705882355
a overall,-1.4055
a p/b,0.7155
a p/e,-0.539923076923077
a parallel,2.795
a part,2.4965
a pattern,-0.4270260869565215
a pause,-0.1505714285714285
a pb,-0.198153846153846
a pe,0.740909090909091
a pennant,1.039428876244665
a phone,-0.09541176470588256
a place,-0.212487179487179
a play,1.2084375
a point,0.748200657894737
a pop,0.46514102564102505
a position,1.07398051299134
a powerful,2.39417105263158
a pr,2.4204999999999997
a premium,-0.762339160839162
a price,-0.237281639928699
a problem,-0.558
a product,-1.100442307692305
a profit,-0.1000972773681226
a profitable,-1.0795
a pt,-0.655454545454546
a pump,-2.11720535714286
a pyramid,-0.641
a quarter,0.5389369565217395
a quick,-0.0205160675626314
a quiet,2.379
a r,-0.5206250000000006
a range,0.6043156185919345
a rare,-0.1614705882352945
a re-test,-1.335640625
a really,1.03909090909091
a reasonable,0.5382895256916995
a recent,1.813805555555555
a relatively,-0.351272727272728
a reminder,-2.16558006535948
a repeat,0.415558441558441
a resistance,-0.2338384502923975
a resolution,-0.09839010989010999
a retrace,-0.9523798798798795
a retracement,-2.343
a return,-0.697433333333334
a right,-0.6368568627450986
a rise,-0.33564641995173
a rough,-0.176393333333333
a row,0.19736827773995952
a run,1.951854091706885
a s,-0.916346153846155
a safe,0.455257142857143
a scalp,0.2549827586206895
a screen,-0.129272727272727
a sec,0.5726583333333335
a secular,-2.18866666666667
a sell,-1.4130357142857115
a seller,-0.6044092105263155
a selloff,-0.5772520833333334
a series,-0.8322499999999999
a set,-0.349038461538462
a settlement,3.5925000000000002
a share,0.7429295366795365
a sharp,-1.42544679245674
a short-term,-0.280333333333333
a shot,0.5419745762711865
a signal,-0.5517777777777775
a significant,-0.5522811550151976
a slight,-0.178196078431372
a smart,0.635869117647059
a smile,2.036
a spec,2.2889999999999997
a special,1.181583333333335
a spike,0.8851538461538465
a squeeze,1.52671443563433
a stab,1.6014642857142851
a start,-0.08628571428571435
a steal,3.4855
a step,-0.2214999999999995
a story,-0.232142142857143
a strategy,-0.04625
a stronger,1.159691666666665
a stupid,0.7335
a sudden,0.2345214285714285
a surprise,-0.6018571428571435
a swing,0.716203821062442
a symmetrical,0.16916666666666702
a tad,0.3559090909090905
a takeover,1.674370454545455
a target,-0.3078546704599335
a tear,1.7625
a tech,-0.223656862745098
a technical,-0.30203007518796954
a tell,-0.30327272727272747
a thing,0.8250603345280776
a third,-0.608516666666667
a thought,-0.10073529411764715
a thread,-2.061090909090905
a tiny,0.336857142857143
a tkr,-0.021745454545454554
a tl,0.691304347826087
a total,0.9425000000000006
a touch,0.8437916666666669
a trade,0.611615240766713
a trader,-0.1992115384615385
a trading,-0.2358285714285715
a trap,-2.3577176470588252
a trendline,-0.7260595238095235
a triangle,0.2968
a trigger,2.346783968719455
a trip,-0.6655
a turd,-2.4296428571428548
a turnaround,-0.3105906593406595
a update,-0.130142857142857
a upside,2.24556818181818
a upward,1.287472278225805
a vacuum,2.1133421052631602
a value,-0.0681666666666665
a very,0.171526153846154
a volatile,2.2889999999999997
a wait,0.18295
a wall,-0.69559477124183
a way,-0.36351320754717
a week,1.351694117647059
a while,0.638204268292683
a win,1.005730392156863
a wonderful,0.5960000000000001
a year,0.2424701834862385
a yes,0.7889999999999995
a.,-0.4652847222222225
a.m,-0.121798761609907
a.m.,0.0210285204991087
a.m.,0.2016
a/d,-0.351272727272728
a/d,0.63624
a/h,-0.0869833333333335
a/h,1.09191445623342
aaius,0.06559999999999999
aamrq,0.03375
aaple,1.41625
ab =,-0.9085478582760445
ab,-0.7411014492753625
abandon ship,-3.787072727272725
abandon,-1.41304814814815
abc breakout,4.380000000000001
abc bullish,4.33212698412698
abc,0.623291428571429
abc pattern,0.819076923076923
abc target,0.9324
abcd,-0.945272727272726
abd,0.8205882352941181
abe,-0.512583333333333
ability,0.759301075268817
ability to,0.99925
able,-0.34262281835811215
able to,-0.35448821271929826
aboard,1.55375
about all,-0.12517420814479652
about apple,2.65
about be,0.41874107142857153
about get,0.616
about how,-0.2847084210526315
about,0.11313861257578889
about it,0.5975900696864128
about,0.201618898623279
about ready,1.167833333333335
about right,-0.8048500000000005
about they,0.2670193236714975
about this,-0.23451147088313784
about time,0.33635755813953505
about to,-0.05624999999999985
about today,0.637275
about we,1.941
about you,-0.051516666666666655
above all,2.911295454545455
above avg,2.77693548387097
above breakout,4.621
above desc,2.0895
above downtrend,2.9204999999999997
above ema,1.77276923076923
above emaNUM,2.216185714285715
above,0.562860658579361
above its,2.54463933747412
above,0.16761355932203548
above ma,2.7487500000000002
above my,2.728
above NUM-sma,2.3354999999999997
above NUMd,2.06695192307692
above NUMday,1.9205
above NUMdma,2.06286489028213
above previous,2.8899999999999997
above prior,2.0068799999999998
above range,1.9205
above,1.35393760352357
above recent,1.8404791666666651
above resistance,1.85889779367919
above trendline,1.9472876344086
above vwap,2.423
above we,3.1935000000000002
above weekly,2.3354999999999997
absolute,1.711249679075735
absolutely nothing,-0.512083333333334
absolutely,0.5837485272459495
absorb,0.15075163398692826
absurd,0.46355462184873947
abv,1.694814814814815
abv,3.16632258064516
abv,2.3771998152709397
abv NUMd,2.8413723404255347
abv,1.336533333333335
abv soon,3.0905
abv the,3.600866666666665
abv upper,3.759151785714285
abv,1.9300000000000002
abyss,-2.0033761904761898
aca,-6.922
accdi,-1.2054
accelerate,-0.2560102145045965
acceleration,-0.170967741935484
accept,0.4392979166666665
access,-0.07240625
accompany,-0.025006493506493498
accord,-0.05695454545454545
accordingly,-0.05648720930232555
account be,0.818222222222222
account for,1.10353787878788
account,0.3578533138401555
account,-0.2385220588235295
accounting,-1.344945714285715
acct holding,3.1935000000000002
acct,1.25009065679926
accum,1.25328458498024
accumulate,1.0102837944664027
accumulation day,2.2424999999999997
accumulation in,2.2776951219512203
accumulation,2.319694473930125
accumulation/distribution,-0.9125000000000001
accuracy,-0.17775
accurate,-0.281279034690799
achieve,0.45229069478908146
ackman 's,-0.23610000000000003
ackman,-0.11188494318181821
acorn,2.045
acquire by,2.036
acquire,0.8879266609145815
acquisition,1.108661538461535
acre,-0.12125
across,-0.0155173734610123
across the,0.115735119047619
act,-0.1096283783783785
act strong,5.515499999999999
act,0.753524298805887
act very,4.477
act well,4.915775260749475
action and,0.7338577235772354
action around,1.9205
action as,0.2795833333333335
action at,-0.5703076923076925
action be,-0.30024469305794554
action continue,-1.1338235294117651
action for,-0.10714285714285751
action have,-0.772308823529412
action into,-0.129272727272727
action look,-0.093409090909091
action,0.09581429197420999
action of,-0.08624999999999991
action off,-0.2214999999999995
action on,0.6271413793103445
action point,1.79234649122807
action since,2.143
action so,1.7844
action this,1.052
action today,2.273093603001625
action will,-0.9335
action with,0.2795833333333335
actionable,0.5375551948051955
activate tkr,2.036
activate,0.303701923076923
activation,0.276
active by,2.9795
active,0.2713697270471465
actively,0.943242857142855
activity,0.6802041577825164
actual,0.37824168556311455
actually a,0.8875555555555554
actually do,-0.1568916666666665
actually go,0.6600208333333335
actually it,0.7227272727272724
actually look,0.9563076923076925
actually,0.1507277131782947
ad,0.203137596899225
adam,0.06944786096256671
adcom,-0.00022727272727274955
add above,3.465
add another,1.0053716216216215
add area,4.117
add at,1.517285714285715
add call,2.5054999999999996
add here,2.712881993006995
add if,1.50705
add in,1.68191683991684
add into,2.423
add num,1.764783783783785
add on,1.80451374207188
add short,-6.188000000000001
add some,1.59607894736842
add today,3.9505
add,0.8698943129520056
add when,3.0922426530612253
add with,1.9205
add yesterday,1.3340625
add/buy,2.593
addition,2.2746696969696947
addition to,2.602377358490565
addition watch,3.1935000000000002
additional,0.4398591288229845
additional num,1.15375
address,0.15699375000000002
adjust,-0.289180433955082
adjustment,-0.03965151515151515
adjustment on,0.39749999999999996
admit,0.4861327493261455
adobe,-0.12125
adopt,1.5991363636363651
adr,-0.1254
advance,-0.19744588076403652
advance,0.562366153846154
advanced,0.43019
advancer,-3.371676470588235
advantage,0.013892654566080551
advantage of,0.41944395116537203
advertiser,-0.12075
advertising,1.139451871657755
advice,0.007166866028708252
advise,-1.703604166666665
advisor,0.1194285714285715
adword,2.432
adx cross,2.036
adx,0.72844578313253
aegis,2.593
aerospace,2.152
aetna,0.0016428571428570987
aex,-1.54827272727273
af,1.941
af,2.2743076923076897
affect,0.24641053511705702
afford,0.6602800000000001
afraid,0.9774431372549016
afraid of,0.517872994652407
afraid to,0.6860625
africa,0.998636363636365
after-hour,-0.20926315789473698
after-hours,-0.5878952380952385
after-market,-0.450909090909091
after a,0.349511127618995
after b/o,4.621
after base,3.8274999999999997
after beat,2.2424999999999997
after bell,0.7155
after big,0.5219410852713176
after bounce,1.3440909090909101
after break,0.6682668685121105
after breakout,4.401999999999999
after clear,3.843
after close,0.505227272727273
after consolidate,4.143000000000001
after consolidation,1.645714285714285
after dessimation,1.9205
after fail,-1.8446538461538449
after find,1.2001571428571451
after get,2.143
after hour,0.6885668449197859
after huge,3.0905
after,0.3267984084961885
after its,1.095666666666665
after last,0.6534736842105264
after lunch,2.8579999999999997
after mkt,0.8437916666666669
after news,-0.351272727272728
after nice,1.6634375000000001
after pullback,1.104782608695655
after,-0.23262500000000003
after recent,3.343344827586205
after rest,4.9055
after some,0.5107751322751319
afterhor,0.010670478170478202
aftermarket,0.1606153846153845
afternoon,0.5081126126126124
afterwards,-0.08684265734265725
ag,0.9535631578947354
ag stock,2.143
again above,2.423
again and,0.40124947589098503
again at,-0.2151089743589745
again before,0.2795833333333335
again but,-0.1585229166666665
again for,0.13406851851851848
again I,0.044575
again if,-0.10880916666666651
again next,0.191666666666667
again num,-0.598445945945945
again over,2.95
again,0.12133121825006456
again soon,0.753025287356322
again the,-0.2696884057971015
again this,0.1118475506756755
again tkr,-0.364378260869565
again to,-0.10738810483870966
again today,0.3172228260869565
again with,0.48289655172413803
against,0.2541977408323135
against it,-0.45718045112781996
against num,-0.490013413506013
against resistance,-0.267333333333333
against the,-0.346194325655864
against tkr,-0.2912658862876255
against upper,1.9205
against we,3.2165
age,-0.43688888888888855
agency,-0.137772727272727
agenda,0.5519736842105265
aggressive,-0.3031009068107275
aggressively,0.534216517857143
ago at,0.8933947368421049
ago I,-0.10066666666666646
ago,0.1956218487394959
ago,0.04038393665158395
ago tkr,-0.0763881578947368
ago when,0.389390350877193
agree and,-0.67125
agree but,1.196928571428575
agree it,1.246466666666665
agree num,0.6935172413793109
agree that,0.41506481481481505
agree,0.5616
agreement,3.1421677559912853
agressive,-0.1045333333333335
agricole,-5.907499999999995
ah,0.07106002875629
ah num,0.9324
ah on,0.8944815789473686
ah,0.978319878141661
aha,2.4734999999999996
ahd,0.036
ahead for,-0.5007692307692315
ahead,-0.6566649126735326
ahh,-0.1455
aid,-0.252459259259259
aim for,-0.35515789473684245
aim,-0.218333333333333
aint,0.621076923076923
aint,0.158666666666667
air below,-4.9521818181818205
air,-0.509196551724138
airline,0.1147262596899227
aka,-0.7183804597701156
aka,-0.7515000000000001
al,-0.09896296296296306
al,0.0337662835249042
alarm,-1.38528409090909
alarming,-1.1202
albeit,0.3318571428571425
alert at,0.5624999999999996
alert buy,2.5054999999999996
alert,-0.06504697674418605
alert,0.0278309990662932
alert on,-0.7069310344827595
alert over,1.9205
alert set,1.8744126984127
alert the,-0.1941794871794875
alert this,0.5753125
alert tkr,-0.4240227272727275
alert to,-1.1472
alert update,-1.8424999999999998
alert,0.23312365591397866
algo,-0.167758611262985
algorithm,0.3648
align,-0.03513424947145875
alike,0.658666666666667
alive,0.21851480691779201
all-time high,3.00311377245509
all-time,2.123255813953485
all a,1.1526666666666698
all along,0.7033921568627455
all and,-0.085625
all around,1.21409090909091
all back,-0.449791666666667
all but,-0.101333333333333
all cash,-1.410216907675195
all do,-0.0805882352941177
all down,-1.598863636363635
all,0.08176250139886765
all for,-0.17423921568627435
all get,1.126515151515155
all good,1.7155529743812399
all green,1.70390211640212
all have,0.5688721590909089
all hold,0.8890909090909089
all I,0.3032922077922075
all its,-0.129272727272727
all just,2.2395
all look,1.30285714285714
all major,-1.057521739130435
all market,-0.6401538461538465
all morning,-0.5144
all move,-0.3126956521739135
all my,-0.166576210826211
all num,0.197459750428187
all out,-0.536415362731152
all,0.1050716876235479
all point,-0.43895075757575797
all position,-0.721
all,-0.08040000000000005
all red,-2.38320995670996
all rip,-3.82455
all see,0.9446357142857149
all she,-2.04654545454545
all sign,-1.998375
all sort,-0.4543636363636365
all system,1.837
all technical,-0.2969090909090915
all these,0.2748814756671895
all they,-0.1639022177419355
all thing,0.3865714285714285
all think,2.036
all this,1.3738666666666663
all time,1.3229988374948851
all tkr,0.367837044534413
all to,-0.588395454545455
all we,-0.1843365384615385
all who,0.55264
all will,2.379
allocate,1.9875
allocation,0.08003125000000001
allow,0.8086859038978511
allow you,3.569999999999995
allowance,3.6660000000000004
alltime,2.8680000000000003
alltime,-0.4309999999999995
almost all,-0.2084803921568625
almost as,-1.1322
almost every,-0.15484375
almost hit,0.89865
almost num,0.42089245129870145
almost,0.03234056706032475
almost ready,1.03414285714286
almost to,1.154618181818185
alone,1.1730063784549944
along for,-0.300333333333333
along,-0.0672165264310765
along,0.211503770739065
along,0.0137214285714286
along w,-0.6169797794117651
along with,0.5824210759448115
alot,0.655505427408412
alot of,0.780512429831596
alot,0.428909090909091
alpha,0.13661061552185566
already at,-0.2057679738562095
already be,0.363089655172414
already break,0.327483870967742
already but,0.8437916666666669
already do,0.5150294117647061
already know,1.5764598214285699
already make,-0.7869230769230765
already num,1.7298823529411749
already on,0.743032507739938
already price,0.32154210526315796
already,0.331176934246078
already start,-0.44654545454545447
already take,-0.24163636363636348
alright,0.928888888888889
alright,0.11895652173913049
also a,0.364
also at,0.408429487179487
also confirm,-0.655454545454546
also do,1.05507692307692
also good,2.036
also hold,3.0905
also I,0.5698333333333335
also know,1.002435897435897
also like,0.9972000000000001
also look,0.8831842105263155
also note,-0.8322499999999999
also num,-0.27209451219512204
also on,0.9973333333333345
also over,2.795
also,0.383755247304423
also say,2.423
also show,0.396
also the,0.431026603773585
also think,-0.655454545454546
also tkr,-0.120576923076923
also trade,-0.4048
alternate,-0.938291666666666
alternative,-0.355272727272728
alternative,0.03535
although,-0.174178650442478
always allow,3.693
always be,0.4033257575757575
always come,0.7335
always do,-0.133472222222222
always have,0.9687074527252495
always look,-0.10821082621082595
always on,1.278291666666665
always pay,-0.1422
always,0.25460263929618754
always right,-0.265333333333333
always say,2.193
always seem,-0.085625
always take,0.43723333333333303
always the,1.1814782608695649
always work,-0.421825
aman,3.0170000000000003
amateur,0.0760909090909091
amaze,-0.20638
amazing,0.8147846477741769
amazingly,0.1752
amazon,-0.1374921201308355
ambitious,0.291923076923077
amc,0.9646153846153845
america,-0.0852832448450426
ameritrade,-0.747272727272728
amid,-0.6105
ammo,0.5816133333333335
among,0.23299999999999949
among the,1.06135714285714
amongst,0.578066666666667
amount,0.3318550420168068
amount of,0.36178636363636496
ana,0.0723333333333334
analog,-0.9390000000000001
analogy,0.5643846153846155
analysis at,-1.05294117647059
analysis for,-0.350545454545455
analysis here,-1.16625
analysis,-0.2980926087224745
analysis of,-0.428375
analysis on,-1.07483942414175
analysis show,-1.5725
analyst,0.355683810118133
analyst say,-0.680785714285715
analyze,0.708426724137931
anatomy,-1.5946666666666651
anchor,2.31958469945355
anchor patent,3.4625
and a,-0.1578575376582005
and about,0.1912919580419583
and above,2.66074934691745
and act,2.45486111111111
and add,2.457916666666665
and again,-0.0927763157894736
and allow,2.5054999999999996
and almost,0.9703571428571429
and android,1.246466666666665
and another,-0.06277777777777775
and approach,0.624
and ask,0.2784420289855075
and at,0.7222064102564105
and away,3.09092793367347
and b,-0.351272727272728
and back,1.41880430672269
and bank,-1.9698
and be,0.39452301434880044
and believe,1.005692307692307
and better,0.5349629629629631
and big,0.3209329044117645
and bottom,-0.9709090909090901
and bounce,1.0264297569381475
and bull,-0.22644648829431452
and bullish,2.089047619047615
and burn,-1.81855
and by,1.0315533088235296
and c,0.3507777777777775
and call,1.1393887218045151
and can,-0.1513543956043955
and,0.095595298797477
and channel,-0.8165161290322585
and come,-0.1389142857142855
and cont,1.88952272727273
and continue,0.9785139695210445
and could,-0.208083612040134
and cover,-0.9753333333333309
and current,-2.171636363636365
and currently,-0.480666666666666
and daily,-0.4130985915492965
and day,-0.2337179487179485
and dec,-0.263333333333333
and do,0.6405380952380955
and downs,2.163
and drop,-1.4654728682170548
and dump,-2.0460325203252
and earnings,0.4952906976744185
and end,-0.6111111111111105
and enjoy,1.0695862068965551
and etf,-1.418131578947365
and even,-0.09271428571428564
and every,-0.18512499999999998
and everyone,0.6599285714285714
and everything,0.862583333333334
and fast,-0.386041666666667
and feb,0.744888888888889
and fib,0.6381749999999999
and fibonaccus,0.700349206349206
and fill,0.414278787878788
and flagging,2.143
and follow,1.4738689217759
